first_name,middle_name,last_name,fourth,fifth,sixth,seventh,eighth,0.0000
Pop,D,10mg/40mg,Tablet,,,,,0.1901
Solotrate,20mg,Tablet,,,,,,0.1413
Neurocob-P,Capsule,,,,,,,0.3156
Laza,6mg,Tablet,,,,,,0.8979
Levomil,40,Capsule,ER,,,,,0.9163
Icop,200mg,Injection,,,,,,0.2861
Losa,H,50,mg/12.5,mg,Tablet,,,0.9198
Rabemol,20mg,Tablet,,,,,,0.3047
Sayobend,200mg,Suspension,,,,,,0.5802
Cadiflu-S,Vaccine,,,,,,,0.3981
Triben,Plus,Cream,,,,,,0.8041
Cefnik,CV,200mg/125mg,Tablet,,,,,0.7815
Hopein,1000mg,Injection,,,,,,0.0500
Dulet,20mg,Tablet,DR,,,,,0.7844
Maliago,150mg,Injection,,,,,,0.8230
Xecef-S,500mg/500mg,Injection,,,,,,0.6647
Estomin,SF,0.25,mg/5,mg,Tablet,,,0.1481
Minipress,XL,5mg,Tablet,,,,,0.8820
Gemer,DS,3,Tablet,PR,,,,0.7627
Emergin,0.2mg,Injection,,,,,,0.5607
Fixitrix,200mg,Tablet,DT,,,,,0.5465
Nebitime,5mg,Tablet,,,,,,0.6296
Rapifol,10mg,Infusion,,,,,,0.6776
Ofloxid,OZ,200mg/500mg,Tablet,,,,,0.1175
Sanbact,500,mg/500,mg,Injection,,,,0.6812
Cipromac,TZ,250mg/300mg,Tablet,,,,,0.7436
Xoftad,S,250mg/125mg,Injection,,,,,0.5761
Fulgest,Injection,,,,,,,0.7376
Panzo-D,Capsule,,,,,,,0.8199
Celavi,M,Oct-50,Tablet,PR,,,,0.6926
Nilmez,20mg,Tablet,,,,,,0.3497
Sanicare,2%,Mouth,Wash,,,,,0.5121
Amsumax,50mg,Tablet,,,,,,0.9417
Resinil,Injection,,,,,,,0.9295
Malacure,80mg,Drop,,,,,,0.4031
Amditor,5,mg/10,mg,Tablet,,,,0.0856
Salinac,75mg,Injection,,,,,,0.7352
Olmo,20mg,Tablet,,,,,,0.7799
Ovid,200mg,Infusion,,,,,,0.4762
Serit,DP,50mg/325mg/10mg,Tablet,,,,,0.6983
Cefflo,S,1000mg/500mg,Injection,,,,,0.0611
Revigat,OZ,200,mg/500,mg,Tablet,,,0.1211
Prexol,0.25mg,Tablet,,,,,,0.7018
Dynather-L,Tablet,,,,,,,0.4663
Gliogrey,20mg,Capsule,,,,,,0.3029
Albetro,150mg,Injection,,,,,,0.2332
Sertafine,100mg,Tablet,,,,,,0.5267
S,R,T,50mg,Tablet,,,,0.7511
Fibonac-SP,Tablet,,,,,,,0.1592
Imox,Clo,125,mg/125,mg,Tablet,DT,,0.4032
Vermyk,100mg,Injection,,,,,,0.3662
Quezo,400mg,Tablet,SR,,,,,0.0971
Folitrax,2.5,Tablet,,,,,,0.4848
Vertiblock-H3,Tablet,,,,,,,0.9701
Ridslone,10mg,Tablet,,,,,,0.6609
Glimgold,MF,Forte,2,mg/1000,mg,Tablet,SR,0.0462
Ndlife,50mg,Injection,,,,,,0.8568
TMS,Syrup,,,,,,,0.2202
Kivicort,24mg,Tablet,,,,,,0.4767
Azactum,2gm,Injection,,,,,,0.8473
Zyhcg,5000IU,Injection,,,,,,0.5774
Aspan-D,10mg/40mg,Tablet,,,,,,0.6333
Roxef,250mg,Injection,,,,,,0.7427
Santhr,60mg,Injection,,,,,,0.9619
Astiwal,20mg,Tablet,,,,,,0.6223
Megamox-CV,DUO,875mg/125mg,Tablet,,,,,0.3892
Alkisin,250mg,Injection,,,,,,0.4733
D,Cin,Eye,Drop,,,,,0.8172
Pantomore,40mg,Injection,,,,,,0.5426
Pantaset,D,Tablet,,,,,,0.3170
PAPER,SOAP,STRIP,10s,,,,,0.8074
Fraxiparine,3800IU,Injection,,,,,,0.1921
Pobrazac,0.30%,Eye,Drop,,,,,0.4241
Picosym,5mg,Syrup,,,,,,0.2927
Azar,250mg,Capsule,,,,,,0.1397
Cefstal,250,Tablet,,,,,,0.6781
E,Brium,25mg,Tablet,,,,,0.5797
Misogest,Tablet,,,,,,,0.9537
Drotin,Tablet,,,,,,,0.9007
Dogest,300,SR,Tablet,,,,,0.9508
Cardifine,6.25mg,Tablet,,,,,,0.3470
Mecogil,Injection,,,,,,,0.3347
Telmicure,H,40mg/12.5mg,Tablet,,,,,0.1550
Hidroxil,250mg,Tablet,,,,,,0.9178
Nipanam,125mg,Injection,,,,,,0.8989
AMD,5MG,TABLET,,,,,,0.1120
Ketam,50mg,Injection,,,,,,0.8713
Cabimax,250mg,Capsule,,,,,,0.9184
Cefo,Plus,50,mg/50,mg,Suspension,,,0.2144
Preg,Gest,H,500mg,Injection,,,,0.3125
Epigran,100mg,Capsule,,,,,,0.5711
Gaivit,2500mcg,Injection,,,,,,0.9820
Bonaxil,250mg,Tablet,,,,,,0.6731
Tranex,500mg,Injection,,,,,,0.3220
Mupritis,Ointment,,,,,,,0.8442
Revera,LSR,75mg/20mg,Capsule,,,,,0.8350
Ultrasoothe,Eye,Drop,,,,,,0.3719
Womgo,400mg,Tablet,,,,,,0.0285
Tom,20mg,Capsule,,,,,,0.6245
Pentizol,Injection,,,,,,,0.1230
Obpex,Ear,Drop,,,,,,0.2256
Onixim,LB,200mg,Tablet,,,,,0.9425
Nufix,O,200mg/200mg,Tablet,,,,,0.7503
Ramspin,2.5mg,Tablet,,,,,,0.1383
Zollinzol,D,10mg/20mg,Tablet,,,,,0.1721
NOVALGIN,0.50%,INJECTION,,,,,,0.8633
Eslop,10mg,Tablet,,,,,,0.9684
Levodoc,500mg,Tablet,,,,,,0.8887
Cbpan,40mg,Tablet,,,,,,0.3240
Triacort,40mg,Injection,,,,,,0.3734
Mizza,500mg,Injection,,,,,,0.4257
Aloof,MZ,Suspension,,,,,,0.0740
Raciper,40,Tablet,,,,,,0.2378
Nanogram,250mg,Tablet,,,,,,0.1891
Defmet,G,Forte,2mg/1000mg,Tablet,,,,0.5660
Denzole,0.5mg,Tablet,,,,,,0.9697
Flozid,1000mg,Injection,,,,,,0.5419
Macsart,H,20mg/12.5mg,Tablet,,,,,0.3743
Avil,25mg,Tablet,,,,,,0.6089
Coxrow,90mg,Tablet,,,,,,0.0147
Dolostat,MR,Tablet,,,,,,0.7973
Nel,250mg,Tablet,,,,,,0.1119
Telsav,40mg,Tablet,,,,,,0.0899
Mornipred,Tablet,,,,,,,0.5308
T-Mycitin,500mg,Capsule,,,,,,0.6003
Utrovin,100mg,Injection,,,,,,0.7793
Adpraz,40mg,Injection,,,,,,0.1061
NO,SCAR,FACE,WASH,60ML,,,,0.0072
Trispas,Suspension,,,,,,,0.1078
Alkirom,1.53gm/5ml,Syrup,,,,,,0.4943
Siptol-G,10gm/10gm,Infusion,,,,,,0.8003
Cefdix,100mg,Dry,Syrup,,,,,0.5816
Nebovol,5,Tablet,,,,,,0.7395
Zosecta,DSR,30mg/20mg,Capsule,,,,,0.2976
Fredo,10mg/10mg/2.5mg,Tablet,,,,,,0.7587
Ledifos,90mg/400mg,Tablet,,,,,,0.7099
Mastertaz,1000,mg/125,mg,Injection,,,,0.3388
Epicanil,Dusting,Powder,,,,,,0.8551
Olkem,40,H,Tablet,,,,,0.9692
Comtrix,O,100mg/60Million,spores,Tablet,,,,0.9372
Glimtide,Plus,1mg/400mg,Tablet,,,,,0.2041
Cefipan,50mg,Tablet,DT,,,,,0.3512
Glisen,1,Tablet,,,,,,0.6705
Normaset,100mg,Tablet,,,,,,0.0981
Clozepam,1mg,Tablet,,,,,,0.5296
Rancafe,Injection,,,,,,,0.6433
Cylenc,1mg,Tablet,,,,,,0.5919
Progaba,NT,100mg/10mg,Tablet,,,,,0.6889
Lcef,AZ,200mg/250mg,Tablet,,,,,0.4270
Soz,20mg,Capsule,,,,,,0.8397
Seriflam,10mg,Tablet,,,,,,0.7271
Eurospas,20mg/500mg,Tablet,,,,,,0.3002
Betalol,2.5mg,Tablet,,,,,,0.2194
Rosuson,10,Tablet,,,,,,0.1980
Aroside,90mg/48mg/100mg,Tablet,,,,,,0.0684
Cool,Drop,,,,,,,0.4198
Tryzec,500mg,Injection,,,,,,0.5639
Lymoz,50mg,Tablet,DT,,,,,0.0771
Pantocip,40mg,Infusion,,,,,,0.8491
Tabogab,NT,75mg/10mg,Tablet,,,,,0.4898
Cocef,100mg,Tablet,DT,,,,,0.4648
Cyclotin,20mg,Tablet,,,,,,0.2790
Sycodep,5,mg/25,mg,Tablet,,,,0.2538
Acizo,20mg,Tablet,,,,,,0.1837
Reflow,OZ,Suspension,,,,,,0.4223
Cyprocin,Syrup,,,,,,,0.7478
Tefilox,200mg/200mg,Tablet,,,,,,0.8346
Cut,Fat,120mg,Capsule,,,,,0.8793
Moxflin,K,Eye,Drop,,,,,0.8426
Lipip,TZ,4000mg/500mg,Injection,,,,,0.8815
Biopan,D,10mg/40mg,Tablet,,,,,0.9515
Piodin,M,15mg/500mg,Tablet,,,,,0.3081
Ulciban,200mg,Tablet,,,,,,0.2648
Oxashil,OZ,200mg/500mg,Tablet,,,,,0.7870
Tadol,50mg,Tablet,,,,,,0.5424
Omicool,20mg,Capsule,,,,,,0.6365
Divacon,500mg,Tablet,,,,,,0.7051
OLMIGHTY,10,MG,TABLET,,,,,0.3451
Freedom,Inject,Contraceptive,Injection,,,,,0.0084
Rifacilin,150mg,Capsule,,,,,,0.2785
Almero,1000mg,Injection,,,,,,0.9605
Cilidus,10mg,Tablet,,,,,,0.2354
Glimgold,2mg,Tablet,,,,,,0.4130
Tabocef,CV,200mg/125mg,Tablet,,,,,0.7230
Orasep,OT,Mouth,Paint,,,,,0.7872
Metfirst,T,40mg/50mg,Tablet,,,,,0.9768
Lulifin,Cream,20gm,,,,,,0.1298
Dranzen,2.5mg,Tablet,,,,,,0.8263
Gerdon,10mg,Tablet,DT,,,,,0.7979
Rabifrench,30mg/20mg,Capsule,SR,,,,,0.5136
Baflox,200mg,Tablet,,,,,,0.0615
Nacetam,Injection,,,,,,,0.2322
Zisan,CF,Forte,200mg/500mg,Tablet,,,,0.6602
Sigmadol,P,325mg/37.5mg,Tablet,,,,,0.0983
Nervitin,P,750mcg/75mg,Tablet,,,,,0.6954
Aim,50mg,Dry,Syrup,,,,,0.1778
Ofid,Eye,Drop,,,,,,0.9775
Alkepin,Odt,50mg,Tablet,,,,,0.3783
Fixtrue,200mg,Tablet,,,,,,0.9087
Ogracef,AZ,200mg/250mg,Tablet,,,,,0.9403
Gefpod,200mg,Tablet,DT,,,,,0.8655
Zolmist,Nasal,Spray,,,,,,0.9768
Urok,4mg,Capsule,,,,,,0.3812
Tenixime,200mg,Tablet,DT,,,,,0.4002
Unisox,20mg,Tablet,,,,,,0.4177
Azicare,500mg,Tablet,,,,,,0.0043
Erliso,Injection,,,,,,,0.0079
Telmivid,Hct,40mg/12.5mg,Tablet,,,,,0.9276
Comantrel,100mg,Tablet,,,,,,0.1353
Moxipunch,400mg,Tablet,,,,,,0.8300
ZADRO,250MG,SUSPENSION,,,,,,0.0736
Isozone,250mg,Injection,,,,,,0.5766
Halodone,Plus,2,mg/2,mg,Tablet,,,0.7379
Narrohit,50mg,Injection,,,,,,0.2467
Oculone,Eye/Ear,Drops,,,,,,0.4007
Clarid,250mg,Tablet,,,,,,0.5902
Ketojet,200mg,Tablet,,,,,,0.0169
Mepzide,M,80mg/500mg,Tablet,,,,,0.3577
H,Cobal,1500mcg,Injection,,,,,0.6816
Avandia,4mg,Tablet,,,,,,0.0316
Medirox,150mg,Tablet,,,,,,0.3851
Riborea,500mg,Capsule,,,,,,0.2636
Dubatran,500mg,Injection,,,,,,0.7179
Glimcip,2,Tablet,,,,,,0.2811
Hyformin,1000mg,Tablet,SR,,,,,0.8757
Segofix,100mg,Tablet,DT,,,,,0.9908
Olmesafe,H,12.5mg/40mg,Tablet,,,,,0.5331
Weltan,20mg,Tablet,,,,,,0.3300
Pregnaus,Plus,Tablet,,,,,,0.1352
Zoviclovir,200mg,Tablet,,,,,,0.4874
Bacfen,20mg,Capsule,XL,,,,,0.5475
Defiz,Suspension,,,,,,,0.2148
Fusinik,2%,Cream,,,,,,0.5641
SP,Lax,10mg,Tablet,,,,,0.5240
Oltas,M,Tablet,,,,,,0.3097
Combac,40,Tablet,,,,,,0.2075
Edmox,Kid,125mg,Tablet,,,,,0.1489
Amoxyn,250mg,Tablet,DT,,,,,0.6466
Ondanes,4mg,Tablet,,,,,,0.5926
Spaflox,Syrup,,,,,,,0.4306
Pantrumax-DSR,30mg/40mg,Capsule,,,,,,0.3374
Gaipan,40mg,Injection,,,,,,0.0286
Stanza,20,Tablet,,,,,,0.4469
Alcetam,200mg,Injection,,,,,,0.3519
Cerefeast,90mg,Tablet,,,,,,0.9392
Sarbcip,500mg,Tablet,,,,,,0.4811
Cefkem,Injection,,,,,,,0.9907
Hhcefi,100,Tablet,,,,,,0.9150
Lovirab,DSR,30mg/40mg,Capsule,,,,,0.3692
Tyxa,200mg,Tablet,,,,,,0.6116
Natak,Eye,Drop,,,,,,0.5277
Cugest,400,Soft,Gelatin,Capsule,,,,0.3399
Neurokik-Plus,Injection,,,,,,,0.2795
Neosporin,H,Ear,Drop,,,,,0.8559
Entarica,1mg,Tablet,,,,,,0.5996
Nimpep,100mg/15mg,Tablet,,,,,,0.0533
Niscobal,1mg,Injection,,,,,,0.1166
Trezav,Ped,Tablet,,,,,,0.2322
Cefogram,Tzb,1000mg/125mg,Injection,,,,,0.2621
Litspas,Oral,Drops,,,,,,0.8282
Andixium-O-Lb,Tablet,,,,,,,0.2262
Labtocin,5IU,Injection,,,,,,0.8740
Edicef,200mg,Tablet,,,,,,0.4742
Sorpinate,Cream,,,,,,,0.4015
Nitpro,10mg,Tablet,,,,,,0.5430
Clonatrac,1mg,Tablet,,,,,,0.5857
Litholite,300mg,Tablet,,,,,,0.5091
Sentacid,M,Oral,Suspension,,,,,0.4744
Polymxe,1Million,IU,Injection,,,,,0.7693
Candiforce,200mg,Capsule,,,,,,0.6651
Cepotin,200mg,Tablet,,,,,,0.6668
Oflogard,200mg,Tablet,,,,,,0.6214
Forlast,20mg,Tablet,,,,,,0.2263
Mono,Isordil,30mg,Capsule,SR,,,,0.7418
Wellwoman,Health,Supplement,Capsule,,,,,0.0587
Biovorin,15mg,Injection,,,,,,0.0897
Inflox,OZ,200,mg/500,mg,Tablet,,,0.7593
Dupent,L,75mg/40mg,Tablet,SR,,,,0.8430
TYNOR,CERVICAL,COLLAR,SUPPORT,MEDIUM,1s,,,0.3060
Pregnagest,N,200mg,Tablet,,,,,0.3102
Adneon,6mg,Injection,,,,,,0.8075
Para,Kid,125mg,Tablet,,,,,0.2086
Predbond,Eye,Drop,,,,,,0.3039
Nexbol,50mg,Injection,,,,,,0.1859
Amoxid,500mg,Capsule,,,,,,0.7248
Acegaba,300,Capsule,,,,,,0.0738
Zovidac,200mg,Tablet,DT,,,,,0.2861
Telmilive,20mg,Tablet,,,,,,0.7171
Alnamet,GP,Tablet,,,,,,0.4654
Sioneuron,Forte,Injection,,,,,,0.6205
Betadeaf,16mg,Tablet,,,,,,0.0687
Retesto,Injection,,,,,,,0.0195
HIMALAYA,ALOEVERA,FACE,WASH,50ML,,,,0.0037
T-Val,CR-200,Tablet,,,,,,0.2791
Baroxime,50mg,Dry,Syrup,,,,,0.5615
Esotrax,40mg,Tablet,,,,,,0.4169
Vigat,Eye,Drop,,,,,,0.5692
Secnorm-O,Oral,Suspension,,,,,,0.5826
Mbcid-DSR,Capsule,,,,,,,0.5075
Oran,OZ,200mg/500mg,Tablet,,,,,0.4906
Darbelife,40mcg,Pfs,Injection,,,,,0.1620
Amaday,5mg,Tablet,,,,,,0.3695
Esyza-Plus,0.5mg/5mg,Tablet,,,,,,0.4679
Surfaz,Dusting,Powder,,,,,,0.3578
Celavi,M,Oct-25,Tablet,PR,,,,0.5375
Closet,10mg/250mg,Tablet,,,,,,0.6972
Trmspas,Tablet,,,,,,,0.9139
Zuritel,40mg,Tablet,,,,,,0.1078
Fedum,100mg,Tablet,,,,,,0.4698
Lav,500mg/125mg,Tablet,,,,,,0.0612
Rabicel,DSR,30mg/20mg,Capsule,,,,,0.4816
Ondanbic,2mg/5ml,Syrup,,,,,,0.8178
Tirosera,10mg,Tablet,,,,,,0.8259
Amlomox,250mg,Tablet,DT,,,,,0.6879
Deftar,6mg,Tablet,,,,,,0.0922
Dixin,Tablet,,,,,,,0.0757
Alkalith,450mg,Tablet,CR,,,,,0.7535
Mentol,40mg,Capsule,,,,,,0.4357
Livopal,5gm,Injection,,,,,,0.5345
Discloxy,250mg/250mg,Capsule,,,,,,0.1893
Pre-Bal,Capsule,,,,,,,0.0956
Esobert,D,30mg/40mg,Capsule,SR,,,,0.0470
Tolkem-D,150mg/50mg,Tablet,,,,,,0.0436
Giled,M,80,mg/500,mg,Tablet,,,0.2909
Micolix,1000mcg,Injection,,,,,,0.6849
Excemet,AM,5,mg/50,mg,Tablet,,,0.9650
Euromet,GP,V,2mg/500mg/0.2mg,Tablet,SR,,,0.2921
Mefdro,D,80mg/250mg,Tablet,,,,,0.2660
Rifacon,450,mg/300,mg,Capsule,,,,0.6220
Cee-Pod,200,Tablet,DT,,,,,0.3465
Himox-B,250mg/8mg,Tablet,,,,,,0.5510
Itragos,100mg,Capsule,,,,,,0.2646
Donamem,5,Tablet,,,,,,0.4676
Osett,8mg,Tablet,,,,,,0.8688
Azalide,250mg,Tablet,,,,,,0.3164
Trysin,90mg/48mg/100mg,Tablet,,,,,,0.3030
Reol,L,75mg/20mg,Capsule,SR,,,,0.4298
Acnetoin,Gel,,,,,,,0.1327
Romiflox,Plus,200mg/200mg,Tablet,,,,,0.7650
Prazocip,5mg,Tablet,XL,,,,,0.8267
Majerol,Tablet,SR,,,,,,0.8199
Woncip,500mg,Tablet,,,,,,0.1922
M2-Cef-S,1.5,Injection,,,,,,0.7970
Amlopres,5mg,Tablet,,,,,,0.7780
AD,10mg,Sachet,,,,,,0.6852
I,Con,0.03,mg/0.15,mg,Tablet,,,0.6721
Sizodon,MD,0.5,Tablet,,,,,0.0937
Ifipan,40mg,Tablet,,,,,,0.8506
Ominax,125mg,Injection,,,,,,0.2025
Trycalm,Plus,5,mg/2,mg,Tablet,,,0.2897
ANADASE,50,MG/500,MG/10,MG,TABLET,,,0.0365
Cartifix,Capsule,,,,,,,0.1996
Alenpod,LV,200mg/500mg,Tablet,,,,,0.4449
Q,Tax,O,100mg,Tablet,DT,,,0.1005
Metmore,G,2,mg/500,mg,Tablet,,,0.8428
Orencia,Powder,for,infusion,,,,,0.7019
Floxavel,500mg,Tablet,,,,,,0.3232
Esoz,Fast,40mg,Tablet,,,,,0.5175
Sancer,D,Tablet,,,,,,0.5357
Espford,40mg,Tablet,,,,,,0.7529
Synflorix,Vaccine,,,,,,,0.6649
Synep,10mg,Injection,,,,,,0.3186
Setgest,20mg,Injection,,,,,,0.6899
Myhep,All,Tablet,,,,,,0.7723
Diapride,M2,LV,2mg/500mg/0.2mg,Tablet,SR,,,0.3269
Dfrot,Eye,Drop,,,,,,0.7015
Emprogest,200mg,Tablet,SR,,,,,0.2963
Hepasil,140mg,Capsule,,,,,,0.4690
Bificlav,625,Tablet,,,,,,0.1837
Tramed,500,mg/250,mg,Tablet,,,,0.0168
Esredep,Forte,0.5,mg/10,mg,Tablet,,,0.1919
Texakind-MF,Tablet,,,,,,,0.7354
Zylin,M,M,750,mcg/75,mg,Capsule,,0.4961
Pirakon,800mg,Tablet,,,,,,0.8492
Bether,75mg,Injection,,,,,,0.0981
Pappi,40mg,Tablet,,,,,,0.6552
Cycram,500mg,Injection,,,,,,0.6397
Flisur,60mg/500mg,Tablet,ER,,,,,0.7023
Tamdosin,0.4,Tablet,SR,,,,,0.2357
Wokadine,Gargle,2%,Solution,,,,,0.8330
Itramore,100mg,Capsule,,,,,,0.2536
Akucef,500mg,Tablet,,,,,,0.0137
Qzox,25mg,Tablet,SR,,,,,0.5516
Esomefol,SL,Capsule,ER,,,,,0.4453
Olsavas,3D,Tablet,,,,,,0.3761
Clozamat,100mg,Tablet,,,,,,0.0137
Uchol,300mg,Tablet,,,,,,0.1077
Effipride,M,2mg/500mg,Tablet,PR,,,,0.3876
Omril,20mg,Capsule,,,,,,0.1669
Preega,75,Tablet,,,,,,0.1804
Zynan,ND,50mg,Injection,,,,,0.3268
Phena,250mg,Syrup,,,,,,0.0256
Nikodol,100mg,Injection,,,,,,0.5648
Daclakem,60mg,Tablet,,,,,,0.4552
Linstar,600mg,Tablet,,,,,,0.7305
Onapil,0.5mg,Tablet,,,,,,0.3542
Actfit,100mg,Tablet,SR,,,,,0.6092
Endopax,2mg/25mg,Tablet,,,,,,0.4907
Zendec,50mg,Injection,,,,,,0.8652
KZ,2%,Lotion,,,,,,0.5173
Veran,300mg,Tablet,,,,,,0.7929
Isowin,40mg,Tablet,SR,,,,,0.5029
Lekadol,1000mg,Tablet,,,,,,0.6561
Estizide,4mg,Tablet,,,,,,0.9227
NEPOCIL,250MG,INJECTION,,,,,,0.6222
Ace,AZ,250mg,Tablet,,,,,0.3803
Apriace,5mg,Tablet,,,,,,0.6600
Topirol,25,Tablet,,,,,,0.5525
Typhonil,1000mg,Injection,,,,,,0.3663
Estadep,10,Tablet,,,,,,0.9726
Argedin,Cream,,,,,,,0.4673
Moxclav,625,Tablet,,,,,,0.1775
Glimin,2mg,Tablet,,,,,,0.6960
Genoformin,G,2mg/500mg,Tablet,,,,,0.7356
Serrari,10mg,Tablet,,,,,,0.0400
Ezop-D,Capsule,PR,,,,,,0.2066
Novatax,1gm,Injection,,,,,,0.2449
Amimac,250mg,Injection,,,,,,0.9431
Clarger,500mg,Injection,,,,,,0.2034
Prestovin,100mg,Capsule,,,,,,0.2333
Vicox,2,LW,Tablet,,,,,0.5390
Confect,200mg,Tablet,,,,,,0.3449
Paragos,250mg,Oral,Suspension,,,,,0.1778
Trizole-D,Capsule,,,,,,,0.6692
Ivanode,5,Tablet,,,,,,0.1184
Trexanet,MF,500mg/250mg,Tablet,,,,,0.2323
Tasylate,500mg,Tablet,,,,,,0.8171
Triglynase,1,Forte,Tablet,SR,,,,0.3447
Minosilk,Solution,,,,,,,0.5860
Efloxin,200mg,Tablet,,,,,,0.0162
Bilin,Plus,Suspension,,,,,,0.8448
Astrotel,80mg,Tablet,,,,,,0.9609
Flagday,50mg,Syrup,,,,,,0.0258
Tridol,50mg,Capsule,,,,,,0.2218
Drotiphar-M,Tablet,,,,,,,0.0499
Pansod,DSR,Capsule,,,,,,0.4359
Prasita,10mg,Tablet,,,,,,0.3746
Angizem,60,Tablet,MR,,,,,0.0281
Alnacef,S,1000mg/500mg,Injection,,,,,0.2824
Sezolan,0.5mg,Tablet,,,,,,0.9767
Apimax,Syrup,,,,,,,0.7626
Picopil,5mg/5ml,Syrup,,,,,,0.6780
Balvidine,10%,Solution,,,,,,0.0729
Permanid,Lotion,,,,,,,0.3333
Sucrace-O,Suspension,,,,,,,0.3911
Ceft,500mg,Injection,,,,,,0.8556
Dulamat,20mg,Tablet,,,,,,0.3476
Ofloren,TZ,200mg/600mg,Tablet,,,,,0.6080
Tromic,100mg,Injection,,,,,,0.7390
Noralin,2mg,Injection,,,,,,0.9830
Nortum,TZ,Tablet,,,,,,0.8081
Metolar,TL,25,Tablet,,,,,0.0641
Zylo,Injection,,,,,,,0.5702
Telis,40mg,Tablet,,,,,,0.5050
Cemox,Kid,125mg,Tablet,,,,,0.9419
Ampoxin,LB,250mg/250mg/60Million,cells,Capsule,,,,0.5178
Zicolin-P,Tablet,,,,,,,0.5710
Linaox,Clav,500mg/125mg,Tablet,,,,,0.8310
Misart,80mg,Tablet,,,,,,0.1307
Spenta-DSR,Capsule,,,,,,,0.3389
Lupimox,125mg,Tablet,,,,,,0.8889
Dobutrop,250mg,Injection,,,,,,0.7179
Britered,Tablet,,,,,,,0.5978
Evic,SR,400mg,Tablet,,,,,0.3321
Odiwell,2mg,Oral,Drops,,,,,0.7537
Risdone,LS,Tablet,,,,,,0.2883
Flemiclav,IV,1000mg/200mg,Injection,,,,,0.4035
Optichlor,SL,Ophthalmic,Ointment,,,,,0.4437
Tosmo-DSR,Capsule,,,,,,,0.5240
Genoxime-O,Tablet,,,,,,,0.8017
Kdol,250mg,Oral,Suspension,,,,,0.1312
Timny,H,40mg/12.5mg,Tablet,,,,,0.8946
Cilentra,Plus,Lite,Tablet,,,,,0.4412
Elzit,200mg,Oral,Suspension,,,,,0.5659
Ayeka,500mg/125mg,Tablet,,,,,,0.0752
Rafaxone,SB,1000mg/500mg,Injection,,,,,0.0691
Domperi,OD,30mg,Capsule,,,,,0.4473
Cefpod,200mg,Tablet,,,,,,0.8866
Esoflox,200mg,Tablet,,,,,,0.8746
Risdee,0.5mg,Tablet,MD,,,,,0.0510
Trumox,Plus,500mg/500mg,Tablet,,,,,0.7417
Fibroban,5mg,Infusion,,,,,,0.6138
Inpime,1000mg,Injection,,,,,,0.0230
Piptashil,Capsule,,,,,,,0.2684
Salfate,1000mg,Syrup,,,,,,0.0804
Opel,20mg,Capsule,,,,,,0.1855
Levotab,500mg,Tablet,,,,,,0.1521
Celzole,D,10mg/20mg,Capsule,,,,,0.8258
Ranitas,150mg,Tablet,,,,,,0.7322
Penvir,250,Tablet,,,,,,0.1300
Azacon,5gm,Injection,,,,,,0.0855
Trimine,50mg,Tablet,,,,,,0.8720
Sulfa,BN,Powder,,,,,,0.6977
Rysu,DSR,30mg/20mg,Tablet,,,,,0.2297
Tricosilk,Max,Solution,,,,,,0.9762
Triglimisave,HS,1,Tablet,SR,,,,0.4343
Triptric,10mg,Tablet,,,,,,0.2748
Clfate,O,Suspension,,,,,,0.9905
Panpep,20mg,Tablet,,,,,,0.1520
Avizole,Suspension,,,,,,,0.9895
Avipanta,40mg,Tablet,,,,,,0.2797
Suzimox,KID,125mg,Tablet,,,,,0.0086
Opiof,OZ,200mg/500mg,Tablet,,,,,0.1203
Staphymox,LB,Kid,Tablet,,,,,0.3941
PANTAGON,40,MG,CAPSULE,,,,,0.7784
Floxin,200mg,Tablet,,,,,,0.3358
Esopam,20mg,Tablet,,,,,,0.1159
One,T,400mg,Tablet,,,,,0.8277
Inic,500mg,Tablet,,,,,,0.9770
Moxzil,Eye,Drop,,,,,,0.7949
Raliz,20mg,Tablet,,,,,,0.3978
Kemecin,500mg,Injection,,,,,,0.8543
Axipenum,1000mg,Injection,,,,,,0.1767
Qure,250mg,Tablet,,,,,,0.0958
Aripitex,20,Tablet,,,,,,0.9506
Movnic,D,Plus,50mg/325mg/15mg,Tablet,,,,0.6314
Histawit,16mg,Tablet,,,,,,0.5126
Doniza,M,5mg/5mg,Tablet,,,,,0.1309
Spasmex,20,mg/500,mg,Syrup,,,,0.6314
Stompraz,D,30mg/20mg,Capsule,SR,,,,0.3747
THEMISYLATE,250MG,TABLET,,,,,,0.1875
Zypclav,DS,Dry,Syrup,,,,,0.8640
Hanuzole,400mg,Tablet,,,,,,0.5702
Bacfen,500,mg/500,mg,Injection,,,,0.0393
Cepod,200mg,Tablet,,,,,,0.8833
Taridol,100mg,Injection,,,,,,0.7586
Allugel,Mps,Tablet,,,,,,0.8006
Gramofast,CV,200mg/125mg,Tablet,,,,,0.3377
Myorelex,500mg,Injection,,,,,,0.6124
Biotus-CS,Syrup,,,,,,,0.1558
Gole,L,75mg/20mg,Tablet,SR,,,,0.9095
Norlone,50mg,Injection,,,,,,0.8332
Ciprolife,500mg,Tablet,,,,,,0.3169
Making,500mg,Injection,,,,,,0.3276
Dobewin,D,500mg,Capsule,,,,,0.7270
Cbpan,D,30mg/40mg,Capsule,SR,,,,0.9742
Tygra,50mg,Tablet,,,,,,0.1545
Confirmin,1000mg,Tablet,SR,,,,,0.3511
Doxima-B6,Tablet,,,,,,,0.0392
